15;-1000;2.00
15;-1000;10.00
10;1750;2.00
15;-1000;2.37
10;5982;2.00
15;-1000;2.93
10;2210;2.00
20;2210;2.00
25;-1000;8.00
15;-1000;2.23
10;1630;2.00
20;1630;2.00
25;-1000;8.00
15;-1000;5.20
10;2540;2.00
15;-1000;3.79
10;9120;2.00
15;-1000;2.27
10;4641;2.00
15;-1000;5.90
10;7100;2.00
15;-1000;3.22
10;2520;2.00
15;-1000;2.83
10;1050;2.00
15;-1000;4.46
10;5623;2.00
20;5623;2.00
25;-1000;8.00
15;-1000;5.17
10;1710;2.00
20;1710;2.00
25;-1000;8.00
15;-1000;4.69
10;9623;2.00
20;9623;2.00
25;-1000;8.00
15;-1000;2.86
10;4503;2.00
15;-1000;4.71
10;9832;2.00
15;-1000;2.42
10;9360;2.00
15;-1000;4.78
10;7175;2.00
15;-1000;5.24
10;4619;2.00
15;-1000;5.86
10;3310;2.00
15;-1000;5.32
10;1022;2.00
15;-1000;5.52
10;2020;2.00
15;-1000;4.28
10;6300;2.00
15;-1000;5.68
10;7211;2.00
15;-1000;2.39
10;9331;2.00
15;-1000;2.37
10;9622;2.00
15;-1000;4.81
10;1610;2.00
20;1610;2.00
25;-1000;8.00
15;-1000;2.51
10;4531;2.00
15;-1000;4.53
10;3250;2.00
15;-1000;5.91
10;3170;2.00
20;3170;2.00
25;-1000;8.00
15;-1000;3.27
10;9254;2.00
15;-1000;4.28
10;8475;2.00
15;-1000;3.21
10;4626;2.00
15;-1000;3.35
10;5972;2.00
20;5972;2.00
25;-1000;8.00
15;-1000;4.52
10;5920;2.00
20;5920;2.00
25;-1000;8.00
15;-1000;5.46
10;9435;2.00
15;-1000;2.89
10;2060;2.00
20;2060;2.00
25;-1000;8.00
15;-1000;3.52
10;1931;2.00
15;-1000;2.87
10;4800;2.00
15;-1000;3.77
10;8501;2.00
20;8501;2.00
25;-1000;8.00
15;-1000;3.98
10;7043;2.00
15;-1000;5.05
10;7285;2.00
15;-1000;2.61
10;9163;2.00
15;-1000;5.55
10;5000;2.00
20;5000;2.00
25;-1000;8.00
15;-1000;5.85
10;2279;2.00
15;-1000;5.79
10;5750;2.00
15;-1000;3.58
10;2058;2.00
15;-1000;5.12
10;4770;2.00
15;-1000;5.36
10;8160;2.00
15;-1000;5.05
10;2722;2.00
15;-1000;3.56
10;3500;2.00
15;-1000;3.38
10;4550;2.00
15;-1000;5.91
10;7490;2.00
15;-1000;5.21
10;3015;2.00
15;-1000;2.28
10;9090;2.00
20;9090;2.00
25;-1000;8.00
15;-1000;4.66
10;2205;2.00
15;-1000;5.18
10;7031;2.00
15;-1000;4.98
10;2351;2.00
15;-1000;4.00
10;8185;2.00
20;8185;2.00
25;-1000;8.00
15;-1000;5.04
10;6930;2.00
15;-1000;4.26
10;1460;2.00
20;1460;2.00
25;-1000;8.00
15;-1000;5.10
30;-1000;21.10
30;-1000;7.00
