5;-1000;2
5;-1000;40
60;-1000;4
15;-1000;10
60;-1000;4
15;-1000;10
60;-1000;4
15;-1000;10
60;-1000;4
15;-1000;10
60;-1000;4
5;-1000;10
70;-1000;4
15;-1000;10
70;-1000;4
15;-1000;10
70;-1000;4
15;-1000;10
70;-1000;4
15;-1000;10
70;-1000;4
5;-1000;10
75;-1000;4
15;-1000;10
75;-1000;4
15;-1000;10
75;-1000;4
15;-1000;10
75;-1000;4
15;-1000;10
75;-1000;4
5;-1000;10
65;-1000;4
15;-1000;10
65;-1000;4
15;-1000;10
65;-1000;4
15;-1000;10
65;-1000;4
15;-1000;10
65;-1000;4
5;-1000;10
75;-1000;4
15;-1000;10
75;-1000;4
15;-1000;10
75;-1000;4
15;-1000;10
75;-1000;4
15;-1000;10
75;-1000;4
5;-1000;10
60;-1000;4
15;-1000;10
60;-1000;4
15;-1000;10
60;-1000;4
15;-1000;10
60;-1000;4
15;-1000;10
60;-1000;4
5;-1000;10
70;-1000;4
15;-1000;10
70;-1000;4
15;-1000;10
70;-1000;4
15;-1000;10
70;-1000;4
15;-1000;10
70;-1000;4
5;-1000;10
65;-1000;4
15;-1000;10
65;-1000;4
15;-1000;10
65;-1000;4
15;-1000;10
65;-1000;4
15;-1000;10
65;-1000;4
30;-1000;28
